"FID","hid_tipo","hid_usr_al","hid_usr_ba","hid_estado","id_inst02","st_length_","Latitud_in","Latitud_fi","Longitud_i","Longitud_f","col_trial"
243,"Acequia",NA,NA,NA,0,70.1743961862,-68.84727824,-68.84742978,-32.87286793,-32.87348763,"false"
244,"Acequia",NA,NA,NA,0,108.845011422,-68.84725544,-68.84839258,-32.87278096,-32.87257506,"false"
245,"Acequia",NA,NA,NA,0,70.7105522355,-68.84725544,-68.84709491,-32.87278096,-32.87215793,"false"
246,"Acequia",NA,NA,NA,0,108.933693388,-68.84709491,-68.84823315,-32.87215793,-32.87195258,"false"
247,"Acequia",NA,NA,NA,0,70.6286992825,-68.84839258,-68.84823315,-32.87257506,-32.87195258,"false"
248,"Acequia",NA,NA,NA,0,109.466290467,-68.84706203,-68.84683346,-32.87207904,-32.87111102,"false"
249,"Acequia",NA,NA,NA,0,107.969506155,-68.84683346,-68.84796038,-32.87111102,-32.87090266,"false"
250,"Acequia",NA,NA,NA,0,109.855831519,-68.84820652,-68.84796038,-32.8718712,-32.87090266,"false"
251,"Acequia",NA,NA,NA,0,109.563530691,-68.84820652,-68.84706203,-32.8718712,-32.87207904,"false"
252,"Acequia",NA,NA,NA,0,108.022290175,-68.84832335,-68.84945,-32.87185095,-32.87163931,"false"
253,"Acequia",NA,NA,NA,0,110.151583911,-68.84832335,-68.84808313,-32.87185095,-32.87087863,"false"
254,"Acequia",NA,NA,NA,0,106.599069671,-68.84808313,-68.84919673,-32.87087863,-32.87067671,"false"
255,"Acequia",NA,NA,NA,0,109.354089336,-68.84945,-68.84919673,-32.87163931,-32.87067671,"false"
256,"Acequia",NA,NA,NA,0,109.045804077,-68.84948044,-68.84834066,-32.87172753,-32.87193167,"false"
257,"Acequia",NA,NA,NA,0,70.9348856487,-68.84834066,-68.84851486,-32.87193167,-32.87255417,"false"
258,"Acequia",NA,NA,NA,0,107.039601668,-68.84963267,-68.84851486,-32.87234983,-32.87255417,"false"
259,"Acequia",NA,NA,NA,0,70.4702916011,-68.84948044,-68.84963267,-32.87172753,-32.87234983,"false"
260,"Acequia",NA,NA,NA,0,107.236834934,-68.84965226,-68.84853172,-32.87242821,-32.87263031,"false"
261,"Acequia",NA,NA,NA,0,71.0821369459,-68.84853172,-68.84869201,-32.87263031,-32.87325682,"false"
262,"Acequia",NA,NA,NA,0,107.411173011,-68.84869201,-68.84981393,-32.87325682,-32.87305262,"false"
263,"Acequia",NA,NA,NA,0,70.8823727708,-68.84965226,-68.84981393,-32.87242821,-32.87305262,"false"
264,"Acequia",NA,NA,NA,0,108.901348293,-68.84983962,-68.84870274,-32.87313134,-32.87334071,"false"
265,"Acequia",NA,NA,NA,0,79.6560814837,-68.84870274,-68.84889223,-32.87334071,-32.87404094,"false"
266,"Acequia",NA,NA,NA,0,108.805916966,-68.84889223,-68.8500247,-32.87404094,-32.87381892,"false"
267,"Acequia",NA,NA,NA,0,78.1974425288,-68.8500247,-68.84983962,-32.87381892,-32.87313134,"false"
268,"Acequia",NA,NA,NA,0,75.5699465823,-68.84996048,-68.85074861,-32.87311126,-32.87296297,"false"
269,"Acequia",NA,NA,NA,0,78.1632761039,-68.85074861,-68.85091362,-32.87296297,-32.87365387,"false"
270,"Acequia",NA,NA,NA,0,73.9590405079,-68.85091362,-68.8501418,-32.87365387,-32.87379716,"false"
271,"Acequia",NA,NA,NA,0,77.9382431017,-68.84996048,-68.8501418,-32.87311126,-32.87379716,"false"
272,"Acequia",NA,NA,NA,0,74.4060775123,-68.85072743,-68.84995176,-32.87288138,-32.87302857,"false"
273,"Acequia",NA,NA,NA,0,69.1319801278,-68.85072743,-68.85056454,-32.87288138,-32.87227336,"false"
274,"Acequia",NA,NA,NA,0,73.5310307228,-68.84979656,-68.85056454,-32.87241337,-32.87227336,"false"
275,"Acequia",NA,NA,NA,0,69.7561240952,-68.84995176,-68.84979656,-32.87302857,-32.87241337,"false"
276,"Acequia",NA,NA,NA,0,74.5818917566,-68.84977035,-68.85054861,-32.87231566,-32.87217099,"false"
277,"Acequia",NA,NA,NA,0,69.2657938971,-68.85054861,-68.85039507,-32.87217099,-32.87156002,"false"
278,"Acequia",NA,NA,NA,0,74.0000393695,-68.85039507,-68.84962182,-32.87156002,-32.87169941,"false"
279,"Acequia",NA,NA,NA,0,69.7430172136,-68.84977035,-68.84962182,-32.87231566,-32.87169941,"false"
280,"Acequia",NA,NA,NA,0,78.9218794193,-68.84957539,-68.8503976,-32.87161012,-32.87145205,"false"
281,"Acequia",NA,NA,NA,0,108.607910734,-68.8503976,-68.85026659,-32.87145205,-32.870479,"false"
282,"Acequia",NA,NA,NA,0,89.483563681,-68.85026659,-68.8493319,-32.870479,-32.8706489,"false"
283,"Acequia",NA,NA,NA,0,109.010509258,-68.84957539,-68.8493319,-32.87161012,-32.8706489,"false"
284,"Acequia",NA,NA,NA,0,180.823535056,-68.85096125,-68.8512587,-32.87043982,-32.87204614,"false"
285,"Acequia",NA,NA,NA,0,57.4109433865,-68.8512587,-68.85065872,-32.87204614,-32.87215398,"false"
286,"Acequia",NA,NA,NA,0,119.037861819,-68.85052164,-68.85036087,-32.87153953,-32.87047478,"false"
287,"Acequia",NA,NA,NA,0,56.3232647351,-68.85036087,-68.85096125,-32.87047478,-32.87043982,"false"
288,"Acequia",NA,NA,NA,0,69.3483125718,-68.85052164,-68.85065872,-32.87153953,-32.87215398,"false"
289,"Acequia",NA,NA,NA,0,67.9322663784,-68.85067813,-68.85083561,-32.87225264,-32.87285059,"false"
290,"Acequia",NA,NA,NA,0,64.9884241388,-68.85083561,-68.85151637,-32.87285059,-32.87273497,"false"
291,"Acequia",NA,NA,NA,0,69.5297772367,-68.85151637,-68.85129575,-32.87273497,-32.87213633,"false"
292,"Acequia",NA,NA,NA,0,59.2233108079,-68.85129575,-68.85067813,-32.87213633,-32.87225264,"false"
293,"Acequia",NA,NA,NA,0,135.304174997,-68.85084615,-68.85226085,-32.87294445,-32.87269294,"false"
294,"Acequia",NA,NA,NA,0,79.4267526712,-68.85226085,-68.85253232,-32.87269294,-32.87337146,"false"
295,"Acequia",NA,NA,NA,0,146.046527451,-68.85253232,-68.85100644,-32.87337146,-32.87364749,"false"
296,"Acequia",NA,NA,NA,0,79.3994157816,-68.85100644,-68.85084615,-32.87364749,-32.87294445,"false"
297,"Acequia",NA,NA,NA,0,60.1201650798,-68.85160521,-68.85223382,-32.87272239,-32.87261071,"false"
298,"Acequia",NA,NA,NA,0,70.3064802069,-68.85223382,-68.85199749,-32.87261071,-32.87200895,"false"
299,"Acequia",NA,NA,NA,0,57.0497336009,-68.85199749,-68.8514005,-32.87200895,-32.87211295,"false"
300,"Acequia",NA,NA,NA,0,70.2504393814,-68.85160521,-68.8514005,-32.87272239,-32.87211295,"false"
301,"Acequia",NA,NA,NA,0,179.655179771,-68.85104766,-68.85138148,-32.870432,-32.87202203,"false"
302,"Acequia",NA,NA,NA,0,55.0364571725,-68.85138148,-68.85195641,-32.87202203,-32.87191774,"false"
303,"Acequia",NA,NA,NA,0,171.497752991,-68.85195641,-68.85165336,-32.87191774,-32.87039928,"false"
304,"Acequia",NA,NA,NA,0,56.8030941197,-68.85104766,-68.85165336,-32.870432,-32.87039928,"false"
305,"Acequia",NA,NA,NA,0,57.9846334303,-68.85236328,-68.85174461,-32.87035159,-32.8703797,"false"
306,"Acequia",NA,NA,NA,0,163.969996434,-68.85236328,-68.8526793,-32.87035159,-32.8717963,"false"
307,"Acequia",NA,NA,NA,0,58.4714041669,-68.8526793,-68.85206805,-32.8717963,-32.87190538,"false"
308,"Acequia",NA,NA,NA,0,172.682636083,-68.85206805,-68.85174461,-32.87190538,-32.8703797,"false"
309,"Acequia",NA,NA,NA,0,70.122186614,-68.85209354,-68.85233175,-32.87198748,-32.87258696,"false"
310,"Acequia",NA,NA,NA,0,71.6956261356,-68.85269561,-68.85295424,-32.87187772,-32.87248624,"false"
311,"Acequia",NA,NA,NA,0,59.3189363894,-68.85295424,-68.85233175,-32.87248624,-32.87258696,"false"
312,"Acequia",NA,NA,NA,0,57.6463318109,-68.85269561,-68.85209354,-32.87187772,-32.87198748,"false"
313,"Acequia",NA,NA,NA,0,77.8986737415,-68.85297652,-68.85326361,-32.87257126,-32.87323057,"false"
314,"Acequia",NA,NA,NA,0,61.2998069169,-68.85262377,-68.85326361,-32.87334881,-32.87323057,"false"
315,"Acequia",NA,NA,NA,0,58.4169441558,-68.85297652,-68.85236398,-32.87257126,-32.87267254,"false"
316,"Acequia",NA,NA,NA,0,78.8424385267,-68.85262377,-68.85236398,-32.87334881,-32.87267254,"false"
317,"Acequia",NA,NA,NA,0,82.1273192406,-68.85341218,-68.85427212,-32.87320875,-32.87306116,"false"
318,"Acequia",NA,NA,NA,0,79.4428126864,-68.85427212,-68.8541705,-32.87306116,-32.87234998,"false"
319,"Acequia",NA,NA,NA,0,100.575496391,-68.8541705,-68.85311891,-32.87234998,-32.87253691,"false"
320,"Acequia",NA,NA,NA,0,79.4030451502,-68.85311891,-68.85341218,-32.87253691,-32.87320875,"false"
321,"Acequia",NA,NA,NA,0,103.716486863,-68.8541535,-68.85306925,-32.87226812,-32.8724616,"false"
322,"Acequia",NA,NA,NA,0,119.550220558,-68.85405292,-68.8528043,-32.87163477,-32.87186229,"false"
323,"Acequia",NA,NA,NA,0,70.9401287767,-68.8528043,-68.85306925,-32.87186229,-32.8724616,"false"
324,"Acequia",NA,NA,NA,0,70.8686087475,-68.8541535,-68.85405292,-32.87226812,-32.87163477,"false"
325,"Acequia",NA,NA,NA,0,52.6623396788,-68.8527682,-68.85332156,-32.87177666,-32.87169047,"false"
326,"Acequia",NA,NA,NA,0,161.572042664,-68.8527682,-68.85245598,-32.87177666,-32.87035311,"false"
327,"Acequia",NA,NA,NA,0,60.1573674537,-68.85245598,-68.85309648,-32.87035311,-32.87039876,"false"
328,"Acequia",NA,NA,NA,0,144.794230066,-68.85309648,-68.85332156,-32.87039876,-32.87169047,"false"
329,"Acequia",NA,NA,NA,0,62.8364243738,-68.8532048,-68.85387432,-32.87039609,-32.87043843,"false"
330,"Acequia",NA,NA,NA,0,61.1609938511,-68.85340726,-68.85404778,-32.87166607,-32.87155664,"false"
331,"Acequia",NA,NA,NA,0,142.113071274,-68.8532048,-68.85340726,-32.87039609,-32.87166607,"false"
332,"Acequia",NA,NA,NA,0,125.069836402,-68.85387432,-68.85404778,-32.87043843,-32.87155664,"false"
333,"Acequia",NA,NA,NA,0,69.6639459968,-68.85397101,-68.85471346,-32.87044,-32.87048489,"false"
334,"Acequia",NA,NA,NA,0,122.57922928,-68.85397101,-68.85414447,-32.87044,-32.87153556,"false"
335,"Acequia",NA,NA,NA,0,73.4789468625,-68.85414447,-68.85491267,-32.87153556,-32.87139872,"false"
336,"Acequia",NA,NA,NA,0,103.047522515,-68.85471346,-68.85491267,-32.87048489,-32.87139872,"false"
337,"Acequia",NA,NA,NA,0,69.9492262537,-68.85415984,-68.85425813,-32.87161818,-32.87224343,"false"
338,"Acequia",NA,NA,NA,0,76.8870404384,-68.85425813,-68.8550625,-32.87224343,-32.8721024,"false"
339,"Acequia",NA,NA,NA,0,70.3608152227,-68.8550625,-68.85492468,-32.8721024,-32.87147871,"false"
340,"Acequia",NA,NA,NA,0,73.2317259317,-68.85492468,-68.85415984,-32.87147871,-32.87161818,"false"
341,"Acequia",NA,NA,NA,0,77.3036197936,-68.85507997,-68.85427159,-32.87218511,-32.87232833,"false"
342,"Acequia",NA,NA,NA,0,79.5175678966,-68.85427159,-68.8543854,-32.87232833,-32.87303887,"false"
343,"Acequia",NA,NA,NA,0,79.9664410237,-68.8543854,-68.85522241,-32.87303887,-32.87289388,"false"
344,"Acequia",NA,NA,NA,0,79.7266195498,-68.85522241,-68.85507997,-32.87289388,-32.87218511,"false"
345,"Acequia",NA,NA,NA,0,79.3915352309,-68.85483042,-68.85567185,-32.87048738,-32.87057829,"false"
346,"Acequia",NA,NA,NA,0,74.1770889589,-68.85567185,-68.8558058,-32.87057829,-32.87123752,"false"
347,"Acequia",NA,NA,NA,0,72.1398351832,-68.8558058,-68.85504802,-32.87123752,-32.87135667,"false"
348,"Acequia",NA,NA,NA,0,98.5336986283,-68.85504802,-68.85483042,-32.87135667,-32.87048738,"false"
349,"Acequia",NA,NA,NA,0,73.0078606531,-68.85582323,-68.85505758,-32.87132802,-32.87145405,"false"
350,"Acequia",NA,NA,NA,0,72.810842335,-68.85519711,-68.85595803,-32.87208141,-32.87194463,"false"
351,"Acequia",NA,NA,NA,0,69.537548283,-68.85582323,-68.85595803,-32.87132802,-32.87194463,"false"
352,"Acequia",NA,NA,NA,0,70.7902190076,-68.85505758,-68.85519711,-32.87145405,-32.87208141,"false"
353,"Acequia",NA,NA,NA,0,72.9611460837,-68.85596784,-68.85520507,-32.87202527,-32.87216124,"false"
354,"Acequia",NA,NA,NA,0,79.3026696051,-68.85520507,-68.85536506,-32.87216124,-32.87286345,"false"
355,"Acequia",NA,NA,NA,0,79.606822687,-68.85596784,-68.85611752,-32.87202527,-32.87273188,"false"
356,"Acequia",NA,NA,NA,0,71.9163166588,-68.85611752,-68.85536506,-32.87273188,-32.87286345,"false"
357,"Acequia",NA,NA,NA,0,51.9612724488,-68.85661932,-68.85607496,-32.87191217,-32.87200436,"false"
358,"Acequia",NA,NA,NA,0,50.9957683588,-68.85622242,-68.85675636,-32.87271019,-32.87261845,"false"
359,"Acequia",NA,NA,NA,0,79.3706534363,-68.85675636,-68.85661932,-32.87261845,-32.87191217,"false"
360,"Acequia",NA,NA,NA,0,79.4844863134,-68.85607496,-68.85622242,-32.87200436,-32.87271019,"false"
361,"Acequia",NA,NA,NA,0,52.5377408513,-68.85648553,-68.85593603,-32.87120542,-32.87130233,"false"
362,"Acequia",NA,NA,NA,0,52.155060919,-68.85661061,-68.85606511,-32.87183379,-32.87192999,"false"
363,"Acequia",NA,NA,NA,0,70.6641419395,-68.85661061,-68.85648553,-32.87183379,-32.87120542,"false"
364,"Acequia",NA,NA,NA,0,70.6501233741,-68.85593603,-68.85606511,-32.87130233,-32.87192999,"false"
365,"Acequia",NA,NA,NA,0,51.5226447443,-68.85647453,-68.85593568,-32.87110748,-32.87120261,"false"
366,"Acequia",NA,NA,NA,0,54.1212677794,-68.85637928,-68.85580688,-32.87063542,-32.870566,"false"
367,"Acequia",NA,NA,NA,0,71.6235360292,-68.85593568,-68.85580688,-32.87120261,-32.870566,"false"
368,"Acequia",NA,NA,NA,0,53.1064662522,-68.85637928,-68.85647453,-32.87063542,-32.87110748,"false"
369,"Acequia",NA,NA,NA,0,54.2556255848,-68.85648692,-68.85706319,-32.87063658,-32.87068988,"false"
370,"Acequia",NA,NA,NA,0,115.003611169,-68.85706319,-68.85726636,-32.87068988,-32.87171259,"false"
371,"Acequia",NA,NA,NA,0,52.6256739257,-68.85726636,-68.85671488,-32.87171259,-32.87180527,"false"
372,"Acequia",NA,NA,NA,0,51.5167487461,-68.85673098,-68.85726982,-32.87188651,-32.87179153,"false"
373,"Acequia",NA,NA,NA,0,131.354588538,-68.85671488,-68.85648692,-32.87180527,-32.87063658,"false"
374,"Acequia",NA,NA,NA,0,50.5035634225,-68.85688387,-68.8574121,-32.8725896,-32.87249649,"false"
375,"Acequia",NA,NA,NA,0,79.3078331494,-68.85726982,-68.8574121,-32.87179153,-32.87249649,"false"
376,"Acequia",NA,NA,NA,0,79.2766085491,-68.85673098,-68.85688387,-32.87188651,-32.8725896,"false"
377,"Acequia",NA,NA,NA,0,95.0053390534,-68.85737441,-68.85836933,-32.87176873,-32.87159893,"false"
378,"Acequia",NA,NA,NA,0,77.9981047238,-68.85836933,-68.85849255,-32.87159893,-32.8722945,"false"
379,"Acequia",NA,NA,NA,0,93.0285857091,-68.85849255,-68.85752062,-32.8722945,-32.87247033,"false"
380,"Acequia",NA,NA,NA,0,79.0035769504,-68.85752062,-68.85737441,-32.87247033,-32.87176873,"false"
381,"Acequia",NA,NA,NA,0,95.0160871368,-68.85836146,-68.85736903,-32.87150755,-32.87168761,"false"
382,"Acequia",NA,NA,NA,0,79.2769936475,-68.85836146,-68.85825431,-32.87150755,-32.87079845,"false"
383,"Acequia",NA,NA,NA,0,99.76965448,-68.85825431,-68.857195,-32.87079845,-32.87069761,"false"
384,"Acequia",NA,NA,NA,0,110.994150652,-68.85736903,-68.857195,-32.87168761,-32.87069761,"false"
385,"Acequia",NA,NA,NA,0,104.063979905,-68.85691807,-68.85802695,-32.86922774,-32.86929681,"false"
386,"Acequia",NA,NA,NA,0,58.2842713649,-68.85706862,-68.85644954,-32.87058732,-32.87053022,"false"
387,"Acequia",NA,NA,NA,0,152.859307862,-68.85691807,-68.85713701,-32.86922774,-32.87059362,"false"
388,"Acequia",NA,NA,NA,0,152.435291056,-68.85685029,-68.85706862,-32.86922522,-32.87058732,"false"
389,"Acequia",NA,NA,NA,0,102.542929546,-68.85822831,-68.85713701,-32.8706748,-32.87059362,"false"
390,"Acequia",NA,NA,NA,0,57.7880553921,-68.85623441,-68.85685029,-32.86918803,-32.86922522,"false"
391,"Acequia",NA,NA,NA,0,150.207679562,-68.85623441,-68.85644954,-32.86918803,-32.87053022,"false"
392,"Acequia",NA,NA,NA,0,58.107115172,-68.85638299,-68.85576607,-32.87052637,-32.87046734,"false"
393,"Acequia",NA,NA,NA,0,147.574865028,-68.85576607,-68.85556488,-32.87046734,-32.86914754,"false"
394,"Acequia",NA,NA,NA,0,56.4429746927,-68.85616552,-68.85556488,-32.86919322,-32.86914754,"false"
395,"Acequia",NA,NA,NA,0,149.243382455,-68.85616552,-68.85638299,-32.86919322,-32.87052637,"false"
396,"Acequia",NA,NA,NA,0,80.6633539663,-68.85549557,-68.85463512,-32.86914844,-32.86910663,"false"
397,"Acequia",NA,NA,NA,0,143.141938179,-68.85463512,-68.85482271,-32.86910663,-32.87038759,"false"
398,"Acequia",NA,NA,NA,0,81.0669016078,-68.85482271,-68.85568361,-32.87038759,-32.87046829,"false"
399,"Acequia",NA,NA,NA,0,147.429494986,-68.85549557,-68.85568361,-32.86914844,-32.87046829,"false"
400,"Acequia",NA,NA,NA,0,142.952332041,-68.85445215,-68.85464099,-32.86910441,-32.87038351,"false"
401,"Acequia",NA,NA,NA,0,65.4199552159,-68.85464099,-68.85394421,-32.87038351,-32.87033641,"false"
402,"Acequia",NA,NA,NA,0,142.80012369,-68.85394421,-68.85375873,-32.87033641,-32.86905834,"false"
403,"Acequia",NA,NA,NA,0,65.098321855,-68.85375873,-68.85445215,-32.86905834,-32.86910441,"false"
404,"Acequia",NA,NA,NA,0,141.859698863,-68.85369144,-68.85386349,-32.8690676,-32.87033847,"false"
405,"Acequia",NA,NA,NA,0,63.6364424802,-68.85386349,-68.85318572,-32.87033847,-32.87029255,"false"
406,"Acequia",NA,NA,NA,0,142.311267217,-68.85299896,-68.85318572,-32.86901905,-32.87029255,"false"
407,"Acequia",NA,NA,NA,0,64.4002429325,-68.85311116,-68.85242468,-32.87029527,-32.87025535,"false"
408,"Acequia",NA,NA,NA,0,143.055820192,-68.85293129,-68.85311116,-32.86901431,-32.87029527,"false"
409,"Acequia",NA,NA,NA,0,65.0331444273,-68.85369144,-68.85299896,-32.8690676,-32.86901905,"false"
410,"Acequia",NA,NA,NA,0,143.955602627,-68.85224506,-68.85242468,-32.86896619,-32.87025535,"false"
411,"Acequia",NA,NA,NA,0,64.4467928302,-68.85293129,-68.85224506,-32.86901431,-32.86896619,"false"
412,"Acequia",NA,NA,NA,0,143.306938288,-68.85216673,-68.8523474,-32.86896881,-32.87025197,"false"
413,"Acequia",NA,NA,NA,0,150.401506181,-68.85153202,-68.85173135,-32.86892825,-32.87027394,"false"
414,"Acequia",NA,NA,NA,0,59.5734013487,-68.85153202,-68.85216673,-32.86892825,-32.86896881,"false"
415,"Acequia",NA,NA,NA,0,57.7076130411,-68.8523474,-68.85173135,-32.87025197,-32.87027394,"false"
416,"Acequia",NA,NA,NA,0,151.03425702,-68.85144894,-68.85164592,-32.86893792,-32.8702896,"false"
417,"Acequia",NA,NA,NA,0,158.445725917,-68.85083342,-68.85102813,-32.86889065,-32.87030987,"false"
418,"Acequia",NA,NA,NA,0,57.862586718,-68.85102813,-68.85164592,-32.87030987,-32.8702896,"false"
419,"Acequia",NA,NA,NA,0,57.8452673747,-68.85144894,-68.85083342,-32.86893792,-32.86889065,"false"
420,"Acequia",NA,NA,NA,0,57.1295482672,-68.85074055,-68.85013239,-32.86889357,-32.8688493,"false"
421,"Acequia",NA,NA,NA,0,168.256754067,-68.85013239,-68.8503349,-32.8688493,-32.87035679,"false"
422,"Acequia",NA,NA,NA,0,56.704537676,-68.8503349,-68.85093968,-32.87035679,-32.87032595,"false"
423,"Acequia",NA,NA,NA,0,159.944259672,-68.85093968,-68.85074055,-32.87032595,-32.86889357,"false"
424,"Acequia",NA,NA,NA,0,57.187822268,-68.85000003,-68.85012525,-32.86884427,-32.86934899,"false"
425,"Acequia",NA,NA,NA,0,101.646926318,-68.85012525,-68.84906449,-32.86934899,-32.86954576,"false"
426,"Acequia",NA,NA,NA,0,88.0937357439,-68.84906449,-68.84885395,-32.86954576,-32.86877155,"false"
427,"Acequia",NA,NA,NA,0,107.565593451,-68.84885395,-68.85000003,-32.86877155,-32.86884427,"false"
428,"Acequia",NA,NA,NA,0,100.396538706,-68.85011045,-68.85024026,-32.86946082,-32.87035944,"false"
429,"Acequia",NA,NA,NA,0,88.8501074899,-68.85024026,-68.84931597,-32.87035944,-32.87054218,"false"
430,"Acequia",NA,NA,NA,0,101.127889662,-68.84931597,-68.84906712,-32.87054218,-32.86965483,"false"
431,"Acequia",NA,NA,NA,0,99.9887611027,-68.84906712,-68.85011045,-32.86965483,-32.86946082,"false"
432,"Acequia",NA,NA,NA,0,107.169908865,-68.84918125,-68.84806226,-32.87056701,-32.87077219,"false"
433,"Acequia",NA,NA,NA,0,108.685904472,-68.84781811,-68.8489513,-32.86988007,-32.86966579,"false"
434,"Acequia",NA,NA,NA,0,102.237670438,-68.8489513,-68.84918125,-32.86966579,-32.87056701,"false"
435,"Acequia",NA,NA,NA,0,101.541970367,-68.84806226,-68.84781811,-32.87077219,-32.86988007,"false"
436,"Acequia",NA,NA,NA,0,115.610191878,-68.84872668,-68.84749723,-32.8687828,-32.86868183,"false"
437,"Acequia",NA,NA,NA,0,125.064803873,-68.84749723,-68.84778988,-32.86868183,-32.86978216,"false"
438,"Acequia",NA,NA,NA,0,108.840713719,-68.84778988,-68.84892649,-32.86978216,-32.86957449,"false"
439,"Acequia",NA,NA,NA,0,89.7692404661,-68.84892649,-68.84872668,-32.86957449,-32.8687828,"false"
440,"Acequia",NA,NA,NA,0,126.473682372,-68.84737692,-68.8476743,-32.86868726,-32.86979971,"false"
441,"Acequia",NA,NA,NA,0,101.809062044,-68.84770013,-68.84794263,-32.86990124,-32.87079615,"false"
442,"Acequia",NA,NA,NA,0,109.178344866,-68.84794263,-68.84680555,-32.87079615,-32.87101611,"false"
443,"Acequia",NA,NA,NA,0,108.706654091,-68.8465672,-68.84770013,-32.87011737,-32.86990124,"false"
444,"Acequia",NA,NA,NA,0,102.137717242,-68.8465672,-68.84680555,-32.87011737,-32.87101611,"false"
445,"Acequia",NA,NA,NA,0,107.926163695,-68.8476743,-68.8465488,-32.86979971,-32.8700116,"false"
446,"Acequia",NA,NA,NA,0,160.09323924,-68.8465488,-68.84615324,-32.8700116,-32.86860718,"false"
447,"Acequia",NA,NA,NA,0,114.870118849,-68.84615324,-68.84737692,-32.86860718,-32.86868726,"false"
448,"Acequia",NA,NA,NA,0,108.933395237,-68.84616781,-68.84641529,-32.86908034,-32.87004013,"false"
449,"Acequia",NA,NA,NA,0,117.477036515,-68.84614173,-68.84491592,-32.86897919,-32.86920712,"false"
450,"Acequia",NA,NA,NA,0,117.317402937,-68.8449425,-68.84616781,-32.86930344,-32.86908034,"false"
451,"Acequia",NA,NA,NA,0,123.918246711,-68.84604761,-68.84472777,-32.86861415,-32.86852527,"false"
452,"Acequia",NA,NA,NA,0,116.151224045,-68.84641529,-68.84520303,-32.87004013,-32.87026445,"false"
453,"Acequia",NA,NA,NA,0,116.020193845,-68.84644435,-68.84523277,-32.8701528,-32.87037424,"false"
454,"Acequia",NA,NA,NA,0,114.968019664,-68.84667284,-68.84547192,-32.87103893,-32.87125712,"false"
455,"Acequia",NA,NA,NA,0,109.332467691,-68.84520303,-68.8449425,-32.87026445,-32.86930344,"false"
456,"Acequia",NA,NA,NA,0,77.6414237073,-68.84491592,-68.84472777,-32.86920712,-32.86852527,"false"
