"FID","hid_tipo","hid_usr_al","hid_usr_ba","hid_estado","id_inst02","st_length_","Latitud_in","Latitud_fi","Longitud_i","Longitud_f","col_trial"
959,"Acequia",NA,NA,NA,0,141.340268123,-68.829141,-68.82763293,-32.8719535,-32.87202159,"false"
960,"Acequia",NA,NA,NA,0,143.294972297,-68.82909157,-68.82757052,-32.87097331,-32.87112113,"false"
961,"Acequia",NA,NA,NA,0,143.616653822,-68.82910838,-68.82758391,-32.87104833,-32.87119649,"false"
962,"Acequia",NA,NA,NA,0,139.975794224,-68.82899599,-68.8275017,-32.86943967,-32.86949273,"false"
963,"Acequia",NA,NA,NA,0,142.337871412,-68.82744932,-68.82896879,-32.86944583,-32.86939103,"false"
964,"Acequia",NA,NA,NA,0,142.775232256,-68.82893562,-68.82742103,-32.86873832,-32.86889215,"false"
965,"Acequia",NA,NA,NA,0,108.714134595,-68.82912147,-68.83027715,-32.8687223,-32.86862372,"false"
966,"Acequia",NA,NA,NA,0,108.954637353,-68.83033774,-68.82918048,-32.86976461,-32.86987144,"false"
967,"Acequia",NA,NA,NA,0,104.144861127,-68.82921219,-68.83031798,-32.86997767,-32.86987346,"false"
968,"Acequia",NA,NA,NA,0,103.376861262,-68.82922819,-68.83032447,-32.87094433,-32.87083025,"false"
969,"Acequia",NA,NA,NA,0,112.764901492,-68.83041771,-68.82922187,-32.87091186,-32.87103631,"false"
970,"Acequia",NA,NA,NA,0,112.829726841,-68.82926226,-68.83046436,-32.87193488,-32.8718574,"false"
971,"Acequia",NA,NA,NA,0,126.057668188,-68.83058418,-68.8319283,-32.87185978,-32.87178633,"false"
972,"Acequia",NA,NA,NA,0,127.131302012,-68.83188454,-68.83053703,-32.87075928,-32.87090409,"false"
973,"Acequia",NA,NA,NA,0,127.100378547,-68.83053123,-68.8318796,-32.87079979,-32.87066313,"false"
974,"Acequia",NA,NA,NA,0,117.253279716,-68.83057067,-68.83181625,-32.86983884,-32.86972529,"false"
975,"Acequia",NA,NA,NA,0,127.884971017,-68.83183404,-68.83047477,-32.86961872,-32.86973659,"false"
976,"Acequia",NA,NA,NA,0,124.30803823,-68.83047049,-68.83179018,-32.86860791,-32.8684813,"false"
977,"Acequia",NA,NA,NA,0,70.9819134321,-68.83191734,-68.83267115,-32.86847746,-32.86840703,"false"
978,"Acequia",NA,NA,NA,0,93.9857458585,-68.83295964,-68.831961,-32.86952052,-32.86960973,"false"
979,"Acequia",NA,NA,NA,0,29.6829848989,-68.83299392,-68.83267911,-32.86961768,-32.86965014,"false"
980,"Acequia",NA,NA,NA,0,60.4138660783,-68.83261138,-68.83196822,-32.86965853,-32.86970507,"false"
981,"Acequia",NA,NA,NA,0,39.1487398827,-68.83322015,-68.8328043,-32.8705238,-32.87056195,"false"
982,"Acequia",NA,NA,NA,0,68.9724411767,-68.83273583,-68.83200385,-32.87057313,-32.87064533,"false"
983,"Acequia",NA,NA,NA,0,118.827776173,-68.83200035,-68.83325987,-32.87074473,-32.87060956,"false"
984,"Acequia",NA,NA,NA,0,119.163878257,-68.8333139,-68.83204449,-32.87169699,-32.87178063,"false"
985,"Acequia",NA,NA,NA,0,81.4346612771,-68.83342201,-68.83428851,-32.87168156,-32.87161449,"false"
986,"Acequia",NA,NA,NA,0,121.498060208,-68.83401366,-68.83428851,-32.87054379,-32.87161449,"false"
987,"Acequia",NA,NA,NA,0,102.746761534,-68.83375584,-68.83398826,-32.86953939,-32.87044485,"false"
988,"Acequia",NA,NA,NA,0,60.4116756108,-68.83344492,-68.83280319,-32.86832808,-32.86838674,"false"
989,"Acequia",NA,NA,NA,0,60.0680662723,-68.83309357,-68.83373044,-32.8695075,-32.86944045,"false"
990,"Acequia",NA,NA,NA,0,59.9690613335,-68.83375584,-68.83312033,-32.86953939,-32.86960845,"false"
991,"Acequia",NA,NA,NA,0,60.5868548141,-68.83334565,-68.83398826,-32.87051095,-32.87044485,"false"
992,"Acequia",NA,NA,NA,0,56.5580873476,-68.83401366,-68.8334137,-32.87054379,-32.87060492,"false"
993,"Acequia",NA,NA,NA,0,7.33868380638,-68.8258507,-68.82580144,-32.87010293,-32.87005145,"false"
994,"Acequia",NA,NA,NA,0,8.23313290786,-68.8334137,-68.83336808,-32.87060492,-32.87064367,"false"
995,"Acequia",NA,NA,NA,0,101.798096207,-68.8328043,-68.83267911,-32.87056195,-32.86965014,"false"
996,"Acequia",NA,NA,NA,0,102.097257433,-68.83273583,-68.83261138,-32.87057313,-32.86965853,"false"
997,"Acequia",NA,NA,NA,0,4.71704405004,-68.83031798,-68.83035522,-32.86987346,-32.86990212,"false"
998,"Acequia",NA,NA,NA,0,7.50683021321,-68.83040408,-68.83032447,-32.87082196,-32.87083025,"false"
999,"Acequia",NA,NA,NA,0,4.70706478498,-68.83040408,-68.83040182,-32.87082196,-32.87077956,"false"
1000,"Acequia",NA,NA,NA,0,91.1214158442,-68.84515727,-68.84420943,-32.87254078,-32.87272874,"false"
1001,"Acequia",NA,NA,NA,0,103.966249968,-68.84546034,-68.84521293,-32.87346857,-32.87255466,"false"
1002,"Acequia",NA,NA,NA,0,94.9382826833,-68.84516034,-68.84494225,-32.87235306,-32.87151703,"false"
1003,"Acequia",NA,NA,NA,0,92.2663715329,-68.84488693,-68.84467498,-32.87130498,-32.87049248,"false"
1004,"Acequia",NA,NA,NA,0,97.0891472629,-68.84373554,-68.8439724,-32.87063499,-32.87148731,"false"
1005,"Acequia",NA,NA,NA,0,97.3135487038,-68.84399665,-68.84413268,-32.87169742,-32.87256735,"false"
1006,"Acequia",NA,NA,NA,0,15.4014600373,-68.8441688,-68.84418967,-32.87275547,-32.87289322,"false"
1007,"Acequia",NA,NA,NA,0,127.471676244,-68.84423099,-68.84541345,-32.8729601,-32.87353058,"false"
1008,"Acequia",NA,NA,NA,0,218.623047039,-68.84368826,-68.84330039,-32.87044594,-32.86850201,"false"
1009,"Acequia",NA,NA,NA,0,83.3959033822,-68.84332796,-68.84421762,-32.86845812,-32.86850026,"false"
1010,"Acequia",NA,NA,NA,0,84.2512768599,-68.84418741,-68.8432885,-32.8683909,-32.86835036,"false"
1011,"Acequia",NA,NA,NA,0,59.010786001,-68.84318077,-68.84305768,-32.86829915,-32.86777729,"false"
1012,"Acequia",NA,NA,NA,0,137.368834886,-68.84299412,-68.84362717,-32.86730056,-32.86618333,"false"
1013,"Acequia",NA,NA,NA,0,87.7630476295,-68.84261054,-68.84354465,-32.86582569,-32.86589481,"false"
1014,"Acequia",NA,NA,NA,0,285.123140175,-68.84299485,-68.84240211,-32.86854377,-32.86602196,"false"
1015,"Acequia",NA,NA,NA,0,218.128914111,-68.84299485,-68.84343639,-32.86854377,-32.870475,"false"
1016,"Acequia",NA,NA,NA,0,105.785939886,-68.84343477,-68.84230842,-32.87052036,-32.87058228,"false"
1017,"Acequia",NA,NA,NA,0,15.1049243497,-68.84113302,-68.84109714,-32.86642685,-32.86629406,"false"
1018,"Acequia",NA,NA,NA,0,67.6992410691,-68.84185404,-68.84114723,-32.86610212,-32.86623185,"false"
1019,"Acequia",NA,NA,NA,0,118.998126423,-68.84160643,-68.84188061,-32.86862335,-32.8696711,"false"
1020,"Acequia",NA,NA,NA,0,467.311847598,-68.84113302,-68.84223586,-32.86642685,-32.87053651,"false"
1021,"Acequia",NA,NA,NA,0,79.5126379309,-68.84096923,-68.84115733,-32.86628853,-32.8669877,"false"
1022,"Acequia",NA,NA,NA,0,55.3977997781,-68.84121871,-68.84134976,-32.8671822,-32.86766932,"false"
1023,"Acequia",NA,NA,NA,0,60.8860470647,-68.84140789,-68.84155193,-32.86788538,-32.86842076,"false"
1024,"Acequia",NA,NA,NA,0,72.6338067497,-68.84194345,-68.84211081,-32.86991125,-32.87055078,"false"
1025,"Acequia",NA,NA,NA,0,98.2326615415,-68.84152074,-68.84047453,-32.86857749,-32.86864853,"false"
1026,"Acequia",NA,NA,NA,0,98.3129902671,-68.84045703,-68.84150498,-32.86854123,-32.86848021,"false"
1027,"Acequia",NA,NA,NA,0,99.1367556353,-68.84132372,-68.84026732,-32.86785532,-32.86792066,"false"
1028,"Acequia",NA,NA,NA,0,97.7340904649,-68.84128925,-68.84024813,-32.86774665,-32.8678148,"false"
1029,"Acequia",NA,NA,NA,0,98.6197281583,-68.84113693,-68.84008559,-32.86714026,-32.86719986,"false"
1030,"Acequia",NA,NA,NA,0,126.884003083,-68.84109741,-68.8397442,-32.86703877,-32.86710804,"false"
1031,"Acequia",NA,NA,NA,0,53.5044845822,-68.83966408,-68.83974989,-32.86702959,-32.86655261,"false"
1032,"Acequia",NA,NA,NA,0,105.43688334,-68.83981397,-68.84091375,-32.86647795,-32.86627217,"false"
1033,"Acequia",NA,NA,NA,0,99.1126433751,-68.83984563,-68.84087932,-32.86636618,-32.86617209,"false"
1034,"Acequia",NA,NA,NA,0,19.2167222119,-68.84092999,-68.84088335,-32.8661304,-32.86596165,"false"
1035,"Acequia",NA,NA,NA,0,80.626085123,-68.84082216,-68.83997731,-32.86593754,-32.86590478,"false"
1036,"Acequia",NA,NA,NA,0,44.8724313326,-68.83981319,-68.83991467,-32.86632335,-32.86592791,"false"
1037,"Acequia",NA,NA,NA,0,72.4775836376,-68.83996329,-68.8400731,-32.86581608,-32.86517052,"false"
1038,"Acequia",NA,NA,NA,0,89.1862168512,-68.84007505,-68.84018657,-32.86506655,-32.86426789,"false"
1039,"Acequia",NA,NA,NA,0,54.0955002944,-68.8400731,-68.84063578,-32.86517052,-32.86505909,"false"
1040,"Acequia",NA,NA,NA,0,158.252243823,-68.84007505,-68.84172451,-32.86506655,-32.86475294,"false"
1041,"Acequia",NA,NA,NA,0,91.1740429341,-68.84075728,-68.84170586,-32.86503519,-32.86484817,"false"
1042,"Acequia",NA,NA,NA,0,113.687871521,-68.84179669,-68.84192089,-32.8648439,-32.86586059,"false"
1043,"Acequia",NA,NA,NA,0,105.112754703,-68.84173145,-68.84183798,-32.86495802,-32.86590096,"false"
1044,"Acequia",NA,NA,NA,0,66.1044483346,-68.84111147,-68.84180116,-32.86612688,-32.86599844,"false"
1045,"Acequia",NA,NA,NA,0,24.545136118,-68.84201012,-68.8422661,-32.86606496,-32.86601683,"false"
1046,"Acequia",NA,NA,NA,0,21.5745473521,-68.84223991,-68.84201288,-32.8659053,-32.86593899,"false"
1047,"Acequia",NA,NA,NA,0,55.8534287581,-68.84198659,-68.84210612,-32.86610656,-32.86659998,"false"
1048,"Acequia",NA,NA,NA,0,51.1834927789,-68.84200933,-68.8418998,-32.86658029,-32.86612812,"false"
1049,"Acequia",NA,NA,NA,0,91.4297278032,-68.84085232,-68.84063578,-32.86586299,-32.86505909,"false"
1050,"Acequia",NA,NA,NA,0,118.224190586,-68.84103996,-68.84075728,-32.86607418,-32.86503519,"false"
1051,"Acequia",NA,NA,NA,0,89.2049697228,-68.84332729,-68.84237507,-32.8648459,-32.86481171,"false"
1052,"Acequia",NA,NA,NA,0,88.2885807815,-68.84328806,-68.84234551,-32.86474549,-32.86471383,"false"
1053,"Acequia",NA,NA,NA,0,86.1477533399,-68.84317434,-68.84225785,-32.86440955,-32.86433786,"false"
1054,"Acequia",NA,NA,NA,0,87.7764699404,-68.84210307,-68.84303969,-32.86373138,-32.86377131,"false"
1055,"Acequia",NA,NA,NA,0,86.1026085001,-68.84300066,-68.84208204,-32.86365503,-32.8636135,"false"
1056,"Acequia",NA,NA,NA,0,45.0440156097,-68.84269117,-68.84220992,-32.86251513,-32.86251486,"false"
1057,"Acequia",NA,NA,NA,0,34.4112834147,-68.84218161,-68.84210096,-32.86254098,-32.8628437,"false"
1058,"Acequia",NA,NA,NA,0,75.2544628315,-68.84208204,-68.84207243,-32.8636135,-32.86294629,"false"
1059,"Acequia",NA,NA,NA,0,76.7858895352,-68.84207243,-68.84287427,-32.86294629,-32.8630927,"false"
1060,"Acequia",NA,NA,NA,0,47.0958968867,-68.84273161,-68.84278827,-32.86254299,-32.86296496,"false"
1061,"Acequia",NA,NA,NA,0,56.2710789935,-68.84275061,-68.84216215,-32.86301711,-32.86291319,"false"
1062,"Acequia",NA,NA,NA,0,80.2717852676,-68.84317426,-68.84232006,-32.86439046,-32.86432571,"false"
1063,"Acequia",NA,NA,NA,0,37.3033648802,-68.84315545,-68.8431199,-32.86878873,-32.86846917,"false"
1064,"Acequia",NA,NA,NA,0,263.392036261,-68.84307386,-68.84252213,-32.86830949,-32.86598059,"false"
1065,"Acequia",NA,NA,NA,0,265.522880072,-68.84248741,-68.84193278,-32.86582326,-32.86347528,"false"
1066,"Acequia",NA,NA,NA,0,242.534974653,-68.84158602,-68.84208873,-32.86254369,-32.86468907,"false"
1067,"Acequia",NA,NA,NA,0,110.944918727,-68.84212628,-68.84235174,-32.86484639,-32.86582852,"false"
1068,"Acequia",NA,NA,NA,0,29.3699265108,-68.84303395,-68.84297327,-32.86768456,-32.86742473,"false"
1069,"Acequia",NA,NA,NA,0,266.018089185,-68.84347372,-68.84309629,-32.87068213,-32.87274574,"false"
1070,"Acequia",NA,NA,NA,0,223.726117834,-68.84336948,-68.84098115,-32.87064703,-32.87072891,"false"
1071,"Acequia",NA,NA,NA,0,106.552531496,-68.84095384,-68.84120371,-32.87075732,-32.87169467,"false"
1072,"Acequia",NA,NA,NA,0,50.0663071352,-68.84180947,-68.84128937,-32.87165611,-32.87176181,"false"
1073,"Acequia",NA,NA,NA,0,54.1314713121,-68.84134171,-68.84190447,-32.87185601,-32.87174329,"false"
1074,"Acequia",NA,NA,NA,0,94.1586451577,-68.84080709,-68.84180995,-32.86982449,-32.86975677,"false"
1075,"Acequia",NA,NA,NA,0,95.7815551401,-68.84184549,-68.84082508,-32.86985035,-32.86991648,"false"
1076,"Acequia",NA,NA,NA,0,97.9339903496,-68.84098445,-68.84203038,-32.87061621,-32.87058944,"false"
1077,"Acequia",NA,NA,NA,0,67.8062201414,-68.84091412,-68.84075333,-32.87057701,-32.86998085,"false"
1078,"Acequia",NA,NA,NA,0,123.689943157,-68.8407115,-68.84042551,-32.86979689,-32.86870801,"false"
1079,"Acequia",NA,NA,NA,0,57.6818785083,-68.84037385,-68.84023884,-32.86850764,-32.86800016,"false"
1080,"Acequia",NA,NA,NA,0,56.3964421497,-68.84017926,-68.84004625,-32.86777351,-32.86727753,"false"
1081,"Acequia",NA,NA,NA,0,78.1560398164,-68.84167524,-68.84084186,-32.86429087,-32.8642465,"false"
1082,"Acequia",NA,NA,NA,0,59.139545751,-68.84019743,-68.84082885,-32.86419016,-32.86421019,"false"
1083,"Acequia",NA,NA,NA,0,65.2132866381,-68.84166257,-68.84096647,-32.86423184,-32.86420647,"false"
1084,"Acequia",NA,NA,NA,0,190.173786019,-68.84166257,-68.84112011,-32.86423184,-32.86260666,"false"
1085,"Acequia",NA,NA,NA,0,178.003687531,-68.84096647,-68.84112011,-32.86420647,-32.86260666,"false"
1086,"Acequia",NA,NA,NA,0,187.454454915,-68.84082885,-68.84099019,-32.86421019,-32.86252542,"false"
1087,"Acequia",NA,NA,NA,0,59.8298923984,-68.84099019,-68.84035098,-32.86252542,-32.86252771,"false"
1088,"Acequia",NA,NA,NA,0,184.928726271,-68.84035098,-68.84019743,-32.86252771,-32.86419016,"false"
1089,"Acequia",NA,NA,NA,0,99.780641563,-68.84154139,-68.84127202,-32.87277911,-32.87190858,"false"
1090,"Acequia",NA,NA,NA,0,141.761941604,-68.84160245,-68.84309629,-32.87281136,-32.87274574,"false"
1091,"Acequia",NA,NA,NA,0,74.8468128503,-68.84379103,-68.84457676,-32.87060184,-32.87047607,"false"
1092,"Acequia",NA,NA,NA,0,99.4423918689,-68.84480382,-68.84376045,-32.87034992,-32.87051947,"false"
1093,"Acequia",NA,NA,NA,0,10.7738700643,-68.84347372,-68.84336948,-32.87068213,-32.87064703,"false"
1094,"Acequia",NA,NA,NA,0,7.55527228622,-68.84160245,-68.84154139,-32.87281136,-32.87277911,"false"
1095,"Acequia",NA,NA,NA,0,9.47462182958,-68.84127202,-68.84134171,-32.87190858,-32.87185601,"false"
1096,"Acequia",NA,NA,NA,0,12.1172099596,-68.84128937,-68.84120371,-32.87176181,-32.87169467,"false"
1097,"Acequia",NA,NA,NA,0,4.74365302911,-68.84095384,-68.84098115,-32.87075732,-32.87072891,"false"
1098,"Acequia",NA,NA,NA,0,94.1732661516,-68.84399577,-68.84305768,-32.86758163,-32.86777729,"false"
1099,"Acequia",NA,NA,NA,0,12.6055350708,-68.8432885,-68.84318077,-32.86835036,-32.86829915,"false"
1100,"Acequia",NA,NA,NA,0,6.53999619342,-68.84373554,-68.84379103,-32.87063499,-32.87060184,"false"
1101,"Acequia",NA,NA,NA,0,11.0191002776,-68.84457676,-68.84467498,-32.87047607,-32.87049248,"false"
1102,"Acequia",NA,NA,NA,0,137.665558846,-68.82613166,-68.82759774,-32.87332049,-32.87321913,"false"
1103,"Acequia",NA,NA,NA,0,97.5561897814,-68.8439724,-68.84488693,-32.87148731,-32.87130498,"false"
1104,"Acequia",NA,NA,NA,0,92.434641043,-68.84491019,-68.84399665,-32.87148137,-32.87169742,"false"
1105,"Acequia",NA,NA,NA,0,4.96336213972,-68.84494225,-68.84491019,-32.87151703,-32.87148137,"false"
1106,"Acequia",NA,NA,NA,0,98.5239941773,-68.84513074,-68.84413268,-32.87242608,-32.87256735,"false"
1107,"Acequia",NA,NA,NA,0,8.79732497241,-68.84513074,-68.84516034,-32.87242608,-32.87235306,"false"
1108,"Acequia",NA,NA,NA,0,13.9492648065,-68.84297327,-68.84299412,-32.86742473,-32.86730056,"false"
1109,"Acequia",NA,NA,NA,0,93.4407280084,-68.84303395,-68.84398516,-32.86768456,-32.86756026,"false"
1110,"Acequia",NA,NA,NA,0,65.628408515,-68.84224189,-68.84210307,-32.86431144,-32.86373138,"false"
1111,"Acequia",NA,NA,NA,0,7.48509952506,-68.84232006,-68.84224189,-32.86432571,-32.86431144,"false"
1112,"Acequia",NA,NA,NA,0,42.4961671878,-68.84225785,-68.84234551,-32.86433786,-32.86471383,"false"
1113,"Acequia",NA,NA,NA,0,4.96846325802,-68.84218161,-68.84220992,-32.86254098,-32.86251486,"false"
1114,"Acequia",NA,NA,NA,0,11.6519717058,-68.84210096,-68.84216215,-32.8628437,-32.86291319,"false"
1115,"Acequia",NA,NA,NA,0,114.591411414,-68.84237507,-68.84261054,-32.86481171,-32.86582569,"false"
1116,"Acequia",NA,NA,NA,0,9.92384136769,-68.84359584,-68.84349027,-32.86601297,-32.86600461,"false"
1117,"Acequia",NA,NA,NA,0,139.856864548,-68.84293588,-68.84359584,-32.8671444,-32.86601297,"false"
1118,"Acequia",NA,NA,NA,0,131.251256535,-68.842936,-68.84265375,-32.86714407,-32.86601846,"false"
1119,"Acequia",NA,NA,NA,0,57.113940899,-68.84354465,-68.84342388,-32.86589481,-32.86539,"false"
1120,"Acequia",NA,NA,NA,0,58.2320812705,-68.84287048,-68.84349027,-32.86595875,-32.86600461,"false"
1121,"Acequia",NA,NA,NA,0,4.8865221958,-68.84273161,-68.84269117,-32.86254299,-32.86251513,"false"
1122,"Acequia",NA,NA,NA,0,8.69611201031,-68.84278827,-68.84275061,-32.86296496,-32.86301711,"false"
1123,"Acequia",NA,NA,NA,0,118.946893575,-68.82603365,-68.82612657,-32.87217593,-32.87324559,"false"
1124,"Acequia",NA,NA,NA,0,124.03600453,-68.82625482,-68.82636892,-32.87438196,-32.87549623,"false"
1125,"Acequia",NA,NA,NA,0,129.969518021,-68.82636892,-68.82775673,-32.87549623,-32.87545218,"false"
1126,"Acequia",NA,NA,NA,0,130.860983595,-68.82787404,-68.82926988,-32.87544455,-32.87537434,"false"
1127,"Acequia",NA,NA,NA,0,119.560074798,-68.82937217,-68.83064747,-32.87537812,-32.875314,"false"
1128,"Acequia",NA,NA,NA,0,118.472401557,-68.83060057,-68.82933814,-32.87410727,-32.87418652,"false"
1129,"Acequia",NA,NA,NA,0,133.377194763,-68.82767565,-68.82625482,-32.87428809,-32.87438196,"false"
1130,"Acequia",NA,NA,NA,0,130.980893555,-68.82926988,-68.82923616,-32.87537434,-32.87419364,"false"
1131,"Acequia",NA,NA,NA,0,110.862009471,-68.82923287,-68.82919429,-32.87411166,-32.87311256,"false"
1132,"Acequia",NA,NA,NA,0,110.808775125,-68.82919071,-68.82914756,-32.87302487,-32.87202638,"false"
1133,"Acequia",NA,NA,NA,0,129.323623366,-68.82775673,-68.82767565,-32.87545218,-32.87428809,"false"
1134,"Acequia",NA,NA,NA,0,109.374341746,-68.82766951,-68.82759774,-32.87420349,-32.87321913,"false"
1135,"Acequia",NA,NA,NA,0,108.893486574,-68.82613166,-68.82624615,-32.87332049,-32.87429757,"false"
1136,"Acequia",NA,NA,NA,0,135.333664112,-68.82923616,-68.82779377,-32.87419364,-32.87428094,"false"
1137,"Acequia",NA,NA,NA,0,102.151265925,-68.82771746,-68.82778345,-32.87321193,-32.87413133,"false"
1138,"Acequia",NA,NA,NA,0,129.266157499,-68.82787404,-68.82779377,-32.87544455,-32.87428094,"false"
1139,"Acequia",NA,NA,NA,0,7.52844904612,-68.82778813,-68.82778345,-32.8741991,-32.87413133,"false"
1140,"Acequia",NA,NA,NA,0,135.555456536,-68.82923287,-68.82778813,-32.87411166,-32.8741991,"false"
1141,"Acequia",NA,NA,NA,0,133.615002401,-68.82766951,-68.82624615,-32.87420349,-32.87429757,"false"
1142,"Acequia",NA,NA,NA,0,110.254353376,-68.82933558,-68.82929721,-32.87409926,-32.87310563,"false"
1143,"Acequia",NA,NA,NA,0,118.691343779,-68.83059629,-68.82933059,-32.87403175,-32.87409964,"false"
1144,"Acequia",NA,NA,NA,0,138.252798366,-68.82612657,-68.82759891,-32.87324559,-32.87314381,"false"
1145,"Acequia",NA,NA,NA,0,115.203989459,-68.82929362,-68.83052066,-32.87301791,-32.8729349,"false"
1146,"Acequia",NA,NA,NA,0,110.585213478,-68.82929362,-68.82925056,-32.87301791,-32.87202143,"false"
1147,"Acequia",NA,NA,NA,0,124.840068249,-68.8306473,-68.83197594,-32.8730155,-32.87291517,"false"
1148,"Acequia",NA,NA,NA,0,123.895696365,-68.83064861,-68.83196792,-32.87292601,-32.87283352,"false"
1149,"Acequia",NA,NA,NA,0,138.906373867,-68.82771126,-68.82919071,-32.87312553,-32.87302487,"false"
1150,"Acequia",NA,NA,NA,0,132.189993592,-68.82933814,-68.82937217,-32.87418652,-32.87537812,"false"
1151,"Acequia",NA,NA,NA,0,141.545399074,-68.82763758,-68.82914756,-32.87209891,-32.87202638,"false"
1152,"Acequia",NA,NA,NA,0,124.760925303,-68.8305886,-68.83191873,-32.87194895,-32.87187405,"false"
1153,"Acequia",NA,NA,NA,0,114.899743195,-68.82925056,-68.83047576,-32.87202143,-32.87195528,"false"
1154,"Acequia",NA,NA,NA,0,116.591200001,-68.82929721,-68.83053907,-32.87310563,-32.87302205,"false"
1155,"Acequia",NA,NA,NA,0,138.650670825,-68.82771746,-68.82919429,-32.87321193,-32.87311256,"false"
1156,"Acequia",NA,NA,NA,0,114.064053177,-68.82763758,-68.82771126,-32.87209891,-32.87312553,"false"
1157,"Acequia",NA,NA,NA,0,139.732597351,-68.82603365,-68.8275243,-32.87217593,-32.87210435,"false"
1158,"Acequia",NA,NA,NA,0,115.490201773,-68.8275243,-68.82759891,-32.87210435,-32.87314381,"false"
1159,"Acequia",NA,NA,NA,0,124.967374993,-68.8307668,-68.83209935,-32.87531162,-32.8752388,"false"
1160,"Acequia",NA,NA,NA,0,108.723736327,-68.83047576,-68.83052066,-32.87195528,-32.8729349,"false"
1161,"Acequia",NA,NA,NA,0,112.105708441,-68.83053907,-68.83059629,-32.87302205,-32.87403175,"false"
1162,"Acequia",NA,NA,NA,0,133.901763709,-68.83060057,-68.83064747,-32.87410727,-32.875314,"false"
1163,"Acequia",NA,NA,NA,0,108.504009393,-68.83064861,-68.8305886,-32.87292601,-32.87194895,"false"
1164,"Acequia",NA,NA,NA,0,108.394581424,-68.8306473,-68.83070979,-32.8730155,-32.87399146,"false"
1165,"Acequia",NA,NA,NA,0,134.569117069,-68.83070977,-68.8307668,-32.87409918,-32.87531162,"false"
1166,"Acequia",NA,NA,NA,0,124.154521545,-68.83203078,-68.83070979,-32.87388837,-32.87399146,"false"
1167,"Acequia",NA,NA,NA,0,108.05279686,-68.83197594,-68.83203078,-32.87291517,-32.87388837,"false"
1168,"Acequia",NA,NA,NA,0,106.506620582,-68.83196792,-68.83191873,-32.87283352,-32.87187405,"false"
1169,"Acequia",NA,NA,NA,0,119.232747731,-68.83337488,-68.83210725,-32.87279905,-32.87290668,"false"
1170,"Acequia",NA,NA,NA,0,121.271187447,-68.83344008,-68.83214712,-32.87381022,-32.87388284,"false"
1171,"Acequia",NA,NA,NA,0,124.641346067,-68.83070977,-68.8320365,-32.87409918,-32.87400085,"false"
1172,"Acequia",NA,NA,NA,0,137.418365121,-68.8320365,-68.83209935,-32.87400085,-32.8752388,"false"
1173,"Acequia",NA,NA,NA,0,0.111435811,-68.83203078,-68.83203084,-32.87388837,-32.87388938,"false"
1174,"Acequia",NA,NA,NA,0,103.094157783,-68.83205837,-68.83210059,-32.87188675,-32.87281566,"false"
1175,"Acequia",NA,NA,NA,0,108.323944182,-68.83210725,-68.83214712,-32.87290668,-32.87388284,"false"
1176,"Acequia",NA,NA,NA,0,139.101178347,-68.83213971,-68.83219876,-32.87398247,-32.87523575,"false"
1177,"Acequia",NA,NA,NA,0,120.810253035,-68.83219876,-68.83348686,-32.87523575,-32.87516379,"false"
1178,"Acequia",NA,NA,NA,0,152.750871065,-68.83520974,-68.83358122,-32.87506429,-32.87515682,"false"
1179,"Acequia",NA,NA,NA,0,148.014105119,-68.83520974,-68.83486418,-32.87506429,-32.8737619,"false"
1180,"Acequia",NA,NA,NA,0,124.119919523,-68.83486418,-68.83354497,-32.8737619,-32.87387713,"false"
1181,"Acequia",NA,NA,NA,0,123.093286312,-68.83353365,-68.83484195,-32.87379013,-32.87367586,"false"
1182,"Acequia",NA,NA,NA,0,110.568872387,-68.83484195,-68.8345884,-32.87367586,-32.87270209,"false"
1183,"Acequia",NA,NA,NA,0,104.768643812,-68.83456611,-68.83431237,-32.87262628,-32.87170617,"false"
1184,"Acequia",NA,NA,NA,0,83.2221578931,-68.83342684,-68.83431237,-32.8717746,-32.87170617,"false"
1185,"Acequia",NA,NA,NA,0,118.441121415,-68.83331802,-68.83205837,-32.8717837,-32.87188675,"false"
1186,"Acequia",NA,NA,NA,0,119.726846407,-68.83337408,-68.83210059,-32.87271285,-32.87281566,"false"
1187,"Acequia",NA,NA,NA,0,103.178692959,-68.83337408,-68.83331802,-32.87271285,-32.8717837,"false"
1188,"Acequia",NA,NA,NA,0,112.307463742,-68.83337488,-68.83344008,-32.87279905,-32.87381022,"false"
1189,"Acequia",NA,NA,NA,0,122.072785793,-68.83213971,-68.83343925,-32.87398247,-32.87388768,"false"
1190,"Acequia",NA,NA,NA,0,0.055791935,-68.83337547,-68.83337488,-32.87279899,-32.87279905,"false"
1191,"Acequia",NA,NA,NA,0,141.593507455,-68.83343925,-68.83348686,-32.87388768,-32.87516379,"false"
1192,"Acequia",NA,NA,NA,0,141.961262922,-68.83358122,-68.83354497,-32.87515682,-32.87387713,"false"
1193,"Acequia",NA,NA,NA,0,111.27009507,-68.83347164,-68.83353365,-32.87278818,-32.87379013,"false"
1194,"Acequia",NA,NA,NA,0,104.948985663,-68.83347164,-68.8345884,-32.87278818,-32.87270209,"false"
1195,"Acequia",NA,NA,NA,0,103.710435065,-68.83342684,-68.83348021,-32.8717746,-32.87270866,"false"
1196,"Acequia",NA,NA,NA,0,102.036690866,-68.83456611,-68.83348021,-32.87262628,-32.87270866,"false"
1197,"Acequia",NA,NA,NA,0,197.313984313,-68.87642133,-68.8774819,-32.86901967,-32.86995964,"false"
